year	day	date_no_year	mon	sea	tr	yd	noi	y	noi_cnst	y_1	lam	noi_prop	y_2	try_lm	try_lo	tr_lm	tr_lo_1	tr_lo_2	y_notr	sea_lo	y_noi	y_det	eps_mul	log_y	log_det	log_eps	y_log	tr_log	sea_log	eps_log
2023	2023-01-01	0-01-01	1	-2.202126000489008	5.001369863013698	2.79924386252469	0.10840923534931052	2.9076530978740007	-1	1.79924386252469	1.119697545009876	-0.11969754500987606	2.6795463175148138	2.412612119916822	2.665580732020176	4.9128762354910265	2.578573684898423	2.8283125869893095	-2.2333299179762127	-2.0845636485015677	-0.148766269474645	2.8283125869894588	-0.05259894898427628	0.9856474956831276	1.0396802748077214	-0.05403277912459381	0.9856474956831276	1.4516140348749884	-0.44907691274894546	-0.016889626442915362
2023	2023-01-02	0-01-02	1	-2.1406792970343775	5.002739726027397	2.86206042899302	-0.00275331850916436	2.8593071104838557	1	3.86206042899302	1.144824171597208	-1.144824171597208	1.7172362573958118	2.430635781524423	2.6869635645063874	4.9145152827100675	2.600264568925654	2.835258700269076	-3.1972790253142556	-2.0792565824409963	-1.1180224428732592	2.8352587002690712	-0.3943281940258775	0.540716171398692	1.0421331853159737	-0.5014170139172817	0.540716171398692	1.451970419137428	-0.4476771331708222	-0.4635771145679139
2023	2023-01-03	0-01-03	1	-2.082423529028222	5.004109589041096	2.9216860600128736	-0.7797546582058466	2.1419314018070272	-1	1.9216860600128736	1.1686744240051494	0.8313255759948506	3.753011636007724	2.448659443133013	2.708277555711868	4.916154329929246	2.62187998825806	2.8425572101759315	-1.1631426939215221	-2.0735971197533365	0.9104544258318144	2.84255721017591	0.32029414309500265	1.3225586206031064	1.0447040731509767	0.2778545474521297	1.3225586206031064	1.4523268033998686	-0.44617635138724066	0.3164081685904784
2023	2023-01-04	0-01-04	1	-2.027294088211762	5.005479452054795	2.978185363843033	1.373849790324656	4.352035154167689	-1	1.978185363843033	1.1912741455372131	0.8087258544627869	3.7869112183058196	2.4666831047415956	2.729522832488404	4.917793377148442	2.6434209476803345	2.8502095372816365	-1.1308821588426223	-2.0675838398668263	0.9367016810242039	2.8502095372816156	0.3286430940504052	1.3315507048386208	1.0473925134311586	0.28415819140746224	1.3315507048386208	1.4526831876623083	-0.44457439531126974	0.32344191248758225
2023	2023-01-05	0-01-05	1	-1.9752263663262168	5.006849315068493	3.0316229487422763	-1.4203448059074082	1.611278142834868	0	3.0316229487422763	1.2126491794969105	1.7873508205030895	4.818973769245366	2.4847067663501776	2.7506995216877805	4.9194324243676375	2.664888451977168	2.8582171021579534	-0.1004586551222717	-2.0612153222097036	1.960756667087432	2.858217102157934	0.6860069046564288	1.5725609944488113	1.0501980395890227	0.5223629548597886	1.5725609944488113	1.453039571924748	-0.4428710928559786	0.5623925153800419
2023	2023-01-06	0-01-06	1	-1.9261557551128072	5.008219178082192	3.0820634229693846	1.315002820433718	4.397066243403103	-1	2.0820634229693846	1.232825369187754	-1.232825369187754	1.8492380537816306	2.50273042795876	2.7718077501617833	4.921071471586834	2.6862835059332517	2.8665813253766443	-3.0718334178052036	-2.054490146210208	-1.0173432715949957	2.866581325376626	-0.354897753148982	0.6147736914307063	1.0531201439307547	-0.43834645250004844	0.6147736914307063	1.4533959561871876	-0.44106627193443654	-0.39755599282204485
2023	2023-01-07	0-01-07	1	-1.8800176463127536	5.00958904109589	3.1295713947831367	-0.920458277551019	2.2091131172321177	2	5.129571394783136	1.2518285579132549	-0.25182855791325487	2.877742836869882	2.5207540895673417	2.792847644762198	4.92271051880603	2.707607114333278	2.8753036275094708	-2.0449676819361478	-2.0474068912965775	0.0024392093604297393	2.875303627509452	8.483310552293041e-4	1.057006249667336	1.0561582782415209	8.479714258151638e-4	1.057006249667336	1.4537523404496273	-0.43915976045971256	0.04241366967742127
2023	2023-01-08	0-01-08	1	-1.836747431667276	5.010958904109589	3.1742114724423134	0.0085894759211453	3.1828009483634587	-2	1.1742114724423134	1.2696845889769255	-0.2696845889769255	2.9045268834653877	2.5387777511759237	2.8138193323408096	4.924349566025226	2.7288602819619374	2.8843854291281943	-2.0198226825598384	-2.0399641368970487	0.020141454337210263	2.8843854291281774	0.006982927501231393	1.0662705142056488	1.0593118544349558	0.006958659770692988	1.0662705142056488	1.454108724712067	-0.43715138634487566	0.04931317583845746
2023	2023-01-09	0-01-09	1	-1.7962805029175946	5.012328767123288	3.216048264205693	-0.1545028989682453	3.061545365237448	1	4.216048264205693	1.2864193056822772	-0.28641930568227725	2.929628958523416	2.556801412784506	2.8347229397494034	4.925988613244422	2.7500440136039224	2.893828150804577	-1.9963596547210058	-2.0321604624398613	0.03580080771885541	2.8938281508045605	0.012371435293730847	1.0748757796938069	1.0625802452452466	0.012295534448560241	1.0748757796938069	1.4544651089745066	-0.4350409775029951	0.05545164822229531
2023	2023-01-10	0-01-10	1	-1.7585522518049297	5.013698630136986	3.255146378332056	0.9036857869753808	4.158832165307437	-1	2.255146378332056	1.3020585513328224	-1.3020585513328224	1.9530878269992333	2.574825074393088	2.8555585938397647	4.927627660463618	2.771159314043924	2.903633213110381	-2.9745398334643847	-2.023994447353253	-0.9505453861111315	2.903633213110365	-0.3273641387690664	0.669411621185115	1.065962784960168	-0.39655116377505306	0.669411621185115	1.4548214932369463	-0.4328283618471399	-0.3525815102046914
